Title,Year_released,media_type,theme
UFO,1970,tv,aliens
UFO,1970,tv,military
UFO,1970,tv,space_opera
Kamen Rider,1971,tv,robots
World on a Wire,1973,tv,cyberpunk
World on a Wire,1973,tv,dystopia
Planet of the Apes,1974,tv,apocalyptic
Planet of the Apes,1974,tv,time_travel
Land of the Lost,1974,tv,alternate_universe
Space: 1999,1975,tv,space_opera
Blake's 7,1978,tv,space_opera
Battlestar Galactica,1978,tv,space_opera
Mork & Mindy,1978,tv,aliens
Buck Rogers in the 25th Century,1979,tv,aliens
Buck Rogers in the 25th Century,1979,tv,robots
Buck Rogers in the 25th Century,1979,tv,space_opera
Buck Rogers in the 25th Century,1979,tv,time_travel
Voyagers!,1982,tv,alternate_history
Voyagers!,1982,tv,time_travel
V,1983,tv,aliens
V,1983,tv,space_opera
Airwolf,1984,tv,military
V,1984,tv,aliens
V: The Final Battle,1984,tv,aliens
Amazing Stories,1985,tv,time_travel
ALF,1986,tv,aliens
Star Trek: The Next Generation,1987,tv,aliens
Star Trek: The Next Generation,1987,tv,robots
Star Trek: The Next Generation,1987,tv,space_opera
Captain Power and the Soldiers of the Future,1987,tv,robots
Red Dwarf,1988,tv,aliens
Red Dwarf,1988,tv,space_opera
Quantum Leap,1989,tv,time_travel
Mystery Science Theater 3000,1989,tv,robots
Mystery Science Theater 3000,1989,tv,space_opera
Alien Nation,1989,tv,aliens
Mobile Cop Jiban,1989,tv,robots
The X-Files,1993,tv,aliens
Star Trek: Deep Space Nine,1993,tv,aliens
Star Trek: Deep Space Nine,1993,tv,space_opera
Goodnight Sweetheart,1993,tv,time_travel
The Tommyknockers,1993,tv,aliens
Babylon 5,1994,tv,military
Babylon 5,1994,tv,space_opera
Babylon 5,1994,tv,time_travel
The Stand,1994,tv,apocalyptic
Earth 2,1994,tv,apocalyptic
Earth 2,1994,tv,space_opera
RoboCop: The Series,1994,tv,cyberpunk
RoboCop: The Series,1994,tv,dystopia
RoboCop: The Series,1994,tv,robots
Star Trek: Voyager,1995,tv,aliens
Star Trek: Voyager,1995,tv,space_opera
Sliders,1995,tv,aliens
Sliders,1995,tv,alternate_history
Sliders,1995,tv,alternate_universe
The Outer Limits,1995,tv,time_travel
Space: Above and Beyond,1995,tv,military
The Langoliers,1995,tv,alternate_universe
The Langoliers,1995,tv,time_travel
3rd Rock from the Sun,1996,tv,aliens
Dark Skies,1996,tv,aliens
Dark Skies,1996,tv,alternate_history
Stargate SG-1,1997,tv,aliens
Stargate SG-1,1997,tv,military
Stargate SG-1,1997,tv,space_opera
Earth: Final Conflict,1997,tv,aliens
Lexx,1997,tv,aliens
Lexx,1997,tv,alternate_universe
Lexx,1997,tv,robots
Lexx,1997,tv,space_opera
First Wave,1998,tv,aliens
Seven Days,1998,tv,alternate_history
Seven Days,1998,tv,time_travel
Farscape,1999,tv,aliens
Farscape,1999,tv,space_opera
Roswell,1999,tv,aliens
Crusade,1999,tv,aliens
Crusade,1999,tv,space_opera
Andromeda,2000,tv,aliens
Andromeda,2000,tv,military
Andromeda,2000,tv,robots
Andromeda,2000,tv,space_opera
Frank Herbert's Dune,2000,tv,space_opera
Smallville,2001,tv,aliens
Star Trek: Enterprise,2001,tv,aliens
Star Trek: Enterprise,2001,tv,space_opera
Robocop: Prime Directives,2001,tv,robots
Firefly,2002,tv,space_opera
The Dead Zone,2002,tv,time_travel
Taken,2002,tv,aliens
Jeremiah,2002,tv,apocalyptic
Frank Herbert's Children of Dune,2003,tv,space_opera
Stargate Atlantis,2004,tv,aliens
Stargate Atlantis,2004,tv,space_opera
Battlestar Galactica,2004,tv,robots
Battlestar Galactica,2004,tv,space_opera
The 4400,2004,tv,time_travel
ReGenesis,2004,tv,apocalyptic
Phil of the Future,2004,tv,time_travel
Doctor Who,2005,tv,aliens
Doctor Who,2005,tv,time_travel
Invasion,2005,tv,aliens
Threshold,2005,tv,aliens
Torchwood,2006,tv,aliens
Torchwood,2006,tv,time_travel
Life on Mars,2006,tv,time_travel
The Sarah Jane Adventures,2007,tv,aliens
The Sarah Jane Adventures,2007,tv,time_travel
Tin Man,2007,tv,steampunk
Journeyman,2007,tv,time_travel
Bionic Woman,2007,tv,robots
Terminator: The Sarah Connor Chronicles,2008,tv,robots
Terminator: The Sarah Connor Chronicles,2008,tv,time_travel
Life on Mars,2008,tv,time_travel
Ashes to Ashes,2008,tv,time_travel
Dead Set,2008,tv,apocalyptic
Survivors,2008,tv,apocalyptic
Lost in Austen,2008,tv,time_travel
Warehouse 13,2009,tv,steampunk
Stargate Universe,2009,tv,aliens
Stargate Universe,2009,tv,space_opera
Dollhouse,2009,tv,cyberpunk
Dollhouse,2009,tv,dystopia
V,2009,tv,aliens
Being Erica,2009,tv,time_travel
Kamen Rider: Dragon Knight,2009,tv,aliens
Defying Gravity,2009,tv,space_opera
The Walking Dead,2010,tv,apocalyptic
Caprica,2010,tv,robots
Caprica,2010,tv,space_opera
The Event,2010,tv,aliens
Going Postal,2010,tv,steampunk
Person of Interest,2011,tv,robots
American Horror Story,2011,tv,apocalyptic
Black Mirror,2011,tv,dystopia
Falling Skies,2011,tv,aliens
Falling Skies,2011,tv,apocalyptic
Terra Nova,2011,tv,alternate_universe
Terra Nova,2011,tv,time_travel
Death Valley,2011,tv,apocalyptic
Outcasts,2011,tv,apocalyptic
Outcasts,2011,tv,space_opera
Continuum,2012,tv,time_travel
Revolution,2012,tv,apocalyptic
Real Humans,2012,tv,robots
Halo 4: Forward Unto Dawn,2012,tv,aliens
Rooftop Prince,2012,tv,time_travel
Battlestar Galactica: Blood & Chrome,2012,tv,aliens
Battlestar Galactica: Blood & Chrome,2012,tv,robots
Battlestar Galactica: Blood & Chrome,2012,tv,space_opera
Dirk Gently,2012,tv,time_travel
Defiance,2013,tv,aliens
Defiance,2013,tv,apocalyptic
Nowhere Boys,2013,tv,alternate_universe
Almost Human,2013,tv,robots
Zombieland,2013,tv,apocalyptic
The Last Ship,2014,tv,apocalyptic
The Last Ship,2014,tv,military
Outlander,2014,tv,time_travel
The 100,2014,tv,apocalyptic
The 100,2014,tv,space_opera
The Strain,2014,tv,apocalyptic
Extant,2014,tv,aliens
Extant,2014,tv,robots
Helix,2014,tv,apocalyptic
Star-Crossed,2014,tv,aliens
Ascension,2014,tv,space_opera
Chornobyl: Exclusion Zone,2014,tv,time_travel
The After,2014,tv,apocalyptic
Supergirl,2015,tv,aliens
The Expanse,2015,tv,space_opera
The Man in the High Castle,2015,tv,alternate_history
The Man in the High Castle,2015,tv,dystopia
12 Monkeys,2015,tv,apocalyptic
12 Monkeys,2015,tv,time_travel
iZombie,2015,tv,apocalyptic
Dark Matter,2015,tv,robots
Dark Matter,2015,tv,space_opera
Humans,2015,tv,robots
Killjoys,2015,tv,space_opera
Into the Badlands,2015,tv,apocalyptic
Childhood's End,2015,tv,aliens
Best Friends Whenever,2015,tv,time_travel
Between,2015,tv,apocalyptic
Splash Splash Love,2015,tv,time_travel
The Whispers,2015,tv,aliens
Jonathan Strange & Mr Norrell,2015,tv,alternate_history
Other Space,2015,tv,space_opera
Stranger Things,2016,tv,alternate_universe
Westworld,2016,tv,robots
DC's Legends of Tomorrow,2016,tv,time_travel
Travelers,2016,tv,time_travel
Van Helsing,2016,tv,apocalyptic
Timeless,2016,tv,time_travel
Colony,2016,tv,dystopia
11.22.63,2016,tv,alternate_history
11.22.63,2016,tv,time_travel
Incorporated,2016,tv,cyberpunk
Scarlet Heart: Ryeo,2016,tv,time_travel
MECH-X4,2016,tv,robots
Frequency,2016,tv,time_travel
Mars,2016,tv,space_opera
BrainDead,2016,tv,aliens
Aftermath,2016,tv,apocalyptic
Class,2016,tv,aliens
Class,2016,tv,time_travel
Cleverman,2016,tv,dystopia
Hunters,2016,tv,aliens
The Handmaid's Tale,2017,tv,dystopia
Dark,2017,tv,time_travel
Star Trek: Discovery,2017,tv,aliens
Star Trek: Discovery,2017,tv,dystopia
Star Trek: Discovery,2017,tv,military
Star Trek: Discovery,2017,tv,robots
Star Trek: Discovery,2017,tv,space_opera
Future Man,2017,tv,dystopia
Future Man,2017,tv,time_travel
Counterpart,2017,tv,alternate_universe
Philip K. Dick's Electric Dreams,2017,tv,cyberpunk
Missions,2017,tv,space_opera
SS-GB,2017,tv,alternate_history
Time After Time,2017,tv,time_travel
Oasis,2017,tv,apocalyptic
Oasis,2017,tv,dystopia
Extinct,2017,tv,aliens
Manifest,2018,tv,time_travel
Altered Carbon,2018,tv,cyberpunk
Lost in Space,2018,tv,robots
Lost in Space,2018,tv,space_opera
Find Me in Paris,2018,tv,time_travel
The Rain,2018,tv,apocalyptic
Stargate Origins,2018,tv,space_opera
Better Than Us,2018,tv,robots
Are You Human?,2018,tv,robots
Star Trek: Short Treks,2018,tv,robots
Star Trek: Short Treks,2018,tv,space_opera
James Cameron's Story of Science Fiction,2018,tv,aliens
James Cameron's Story of Science Fiction,2018,tv,robots
James Cameron's Story of Science Fiction,2018,tv,space_opera
James Cameron's Story of Science Fiction,2018,tv,time_travel
The Crossing,2018,tv,time_travel
Familiar Wife,2018,tv,time_travel
The First,2018,tv,aliens
The First,2018,tv,space_opera
Strange Angel,2018,tv,military
Kiss Me First,2018,tv,dystopia
The Mandalorian,2019,tv,space_opera
For All Mankind,2019,tv,alternate_history
For All Mankind,2019,tv,dystopia
For All Mankind,2019,tv,military
See,2019,tv,apocalyptic
The Umbrella Academy,2019,tv,alternate_history
The Umbrella Academy,2019,tv,time_travel
His Dark Materials,2019,tv,alternate_universe
War of the Worlds,2019,tv,aliens
War of the Worlds,2019,tv,apocalyptic
Carnival Row,2019,tv,alternate_universe
Carnival Row,2019,tv,steampunk
Black Summer,2019,tv,apocalyptic
"Roswell, New Mexico",2019,tv,aliens
Another Life,2019,tv,aliens
Another Life,2019,tv,military
Another Life,2019,tv,space_opera
Years and Years,2019,tv,dystopia
Beforeigners,2019,tv,time_travel
The War of the Worlds,2019,tv,aliens
The Passage,2019,tv,apocalyptic
The Passage,2019,tv,dystopia
The I-Land,2019,tv,cyberpunk
Daybreak,2019,tv,apocalyptic
Always a Witch,2019,tv,time_travel
Someday or One Day,2019,tv,time_travel
Twice Upon a Time,2019,tv,time_travel
Osmosis,2019,tv,robots
Star Trek: Picard,2020,tv,dystopia
Star Trek: Picard,2020,tv,military
Star Trek: Picard,2020,tv,space_opera
Snowpiercer,2020,tv,apocalyptic
Snowpiercer,2020,tv,dystopia
Raised by Wolves,2020,tv,apocalyptic
Raised by Wolves,2020,tv,robots
The King: Eternal Monarch,2020,tv,alternate_universe
The King: Eternal Monarch,2020,tv,time_travel
The Walking Dead: World Beyond,2020,tv,apocalyptic
Mr. Queen,2020,tv,time_travel
The Stand,2020,tv,apocalyptic
Avenue 5,2020,tv,space_opera
Brave New World,2020,tv,dystopia
NEXT,2020,tv,robots
Away,2020,tv,space_opera
My Holo Love,2020,tv,robots
The Plot Against America,2020,tv,alternate_history
Rugal,2020,tv,apocalyptic
Rugal,2020,tv,robots
The Barrier,2020,tv,apocalyptic
The Barrier,2020,tv,dystopia
Reality Z,2020,tv,apocalyptic
Code 404,2020,tv,robots
Utopia Falls,2020,tv,dystopia
Loki,2021,tv,time_travel
Foundation,2021,tv,space_opera
Resident Alien,2021,tv,aliens
Superman & Lois,2021,tv,aliens
WandaVision,2021,tv,robots
Invasion,2021,tv,aliens
Invasion,2021,tv,space_opera
La Brea,2021,tv,time_travel
Sweet Tooth,2021,tv,apocalyptic
Happiness,2021,tv,apocalyptic
Disney Intertwined,2021,tv,time_travel
The Silent Sea,2021,tv,space_opera
S.O.Z: Soldiers or Zombies,2021,tv,apocalyptic
Solos,2021,tv,dystopia
Sisyphus,2021,tv,dystopia
Sisyphus,2021,tv,time_travel
Tribes of Europa,2021,tv,dystopia
Day of the Dead,2021,tv,apocalyptic
4400,2021,tv,time_travel
"Hello, Me!",2021,tv,time_travel
Star Trek: Strange New Worlds,2022,tv,aliens
Star Trek: Strange New Worlds,2022,tv,space_opera
Andor,2022,tv,military
Andor,2022,tv,space_opera
Halo,2022,tv,aliens
Halo,2022,tv,military
Halo,2022,tv,space_opera
All of Us Are Dead,2022,tv,apocalyptic
Obi-Wan Kenobi,2022,tv,space_opera
The Peripheral,2022,tv,cyberpunk
The Peripheral,2022,tv,robots
Quantum Leap,2022,tv,robots
Quantum Leap,2022,tv,time_travel
Outer Range,2022,tv,alternate_universe
Outer Range,2022,tv,time_travel
Resident Evil,2022,tv,apocalyptic
The Time Traveler's Wife,2022,tv,time_travel
The Midwich Cuckoos,2022,tv,aliens
The Man Who Fell to Earth,2022,tv,aliens
The Lazarus Project,2022,tv,time_travel
Naomi,2022,tv,aliens
Tales of the Walking Dead,2022,tv,apocalyptic
Reset,2022,tv,time_travel
Kamen Rider Black Sun,2022,tv,robots
Paper Girls,2022,tv,time_travel
Grid,2022,tv,time_travel
DMZ,2022,tv,apocalyptic
DMZ,2022,tv,dystopia
Yakamoz S-245,2022,tv,apocalyptic
Chosen,2022,tv,aliens
Silo,2023,tv,apocalyptic
Silo,2023,tv,dystopia
The Walking Dead: Dead City,2023,tv,apocalyptic
The Ark,2023,tv,space_opera
The Walking Dead: Daryl Dixon,2023,tv,apocalyptic
Secret Invasion,2023,tv,aliens
Ahsoka,2023,tv,space_opera
Twinkling Watermelon,2023,tv,time_travel
Bodies,2023,tv,cyberpunk
Bodies,2023,tv,time_travel
Duty After School,2023,tv,aliens
Duty After School,2023,tv,military
Rebooting,2023,tv,time_travel
Tale of the Nine Tailed 1938,2023,tv,time_travel
Class of '09,2023,tv,robots
Mrs. Davis,2023,tv,robots
Beacon 23,2023,tv,robots
Black Knight,2023,tv,apocalyptic
Black Knight,2023,tv,dystopia
A Girl and an Astronaut,2023,tv,space_opera
Vortex,2023,tv,time_travel
Fallout,2024,tv,alternate_history
Fallout,2024,tv,apocalyptic
Fallout,2024,tv,robots
Doctor Who,2024,tv,aliens
Doctor Who,2024,tv,space_opera
Doctor Who,2024,tv,time_travel
3 Body Problem,2024,tv,aliens
The Walking Dead: The Ones Who Live,2024,tv,military
Lovely Runner,2024,tv,time_travel
Marry My Husband,2024,tv,time_travel
Time Bandits,2024,tv,time_travel
Nautilus,2024,tv,steampunk
Parasyte: The Grey,2024,tv,aliens
Teacup,2024,tv,aliens
My Lady Jane,2024,tv,alternate_history
The Atypical Family,2024,tv,time_travel
The Signal,2024,tv,space_opera
Pluribus,2025,tv,apocalyptic
Pluribus,2025,tv,dystopia
The Librarians: The Next Chapter,2025,tv,time_travel
The Eternaut,2025,tv,aliens
Murderbot,2025,tv,robots
The War Between the Land and the Sea,2025,tv,aliens
"Bon Appétit, Your Majesty",2025,tv,time_travel
Billionaires' Bunker,2025,tv,dystopia
Newtopia,2025,tv,apocalyptic
Newtopia,2025,tv,military
Goosebumps: The Vanishing,2025,tv,aliens
Cassandra,2025,tv,robots
